"","lp__","lp_approx__","I","m","lam","gamma","beta","alpha","k","tau","delta",".chain",".iteration",".draw","Chain"
"941",-5418.04,-3.85606,1.31159,3.1571,3.62772,2.96969,0.707074,1.43198,1,0,0,1,941,1,1
"942",-5415.95,-3.3412,1.31743,3.17796,3.65949,3.14365,0.706913,1.44145,1,0,0,1,942,1,1
"943",-5425.73,-5.43721,1.3189,3.05949,3.85835,3.22472,0.708299,1.40589,1,0,0,1,943,1,1
"944",-5417.31,-1.41467,1.32881,2.79329,3.82667,3.04762,0.696018,1.44316,1,0,0,1,944,1,1
"945",-5419.84,-1.37104,1.31384,2.81436,3.85175,3.03242,0.704235,1.44277,1,0,0,1,945,1,1
"946",-5437.1,-5.52142,1.34419,2.82946,3.92373,2.93993,0.711328,1.44499,1,0,0,1,946,1,1
"947",-5438.57,-5.84977,1.32795,2.8055,4.01275,3.00392,0.699346,1.40718,1,0,0,1,947,1,1
"948",-5420.04,-2.68552,1.31475,2.78965,3.70927,2.95534,0.712396,1.4501,1,0,0,1,948,1,1
"949",-5417.65,-0.510689,1.32613,2.7844,3.75748,3.01268,0.699823,1.43833,1,0,0,1,949,1,1
"950",-5415.42,-1.35134,1.33142,2.70093,3.76698,3.12173,0.698956,1.44342,1,0,0,1,950,1,1
"951",-5426.88,-3.19223,1.32328,2.51929,3.68176,2.9039,0.709689,1.42705,1,0,0,1,951,1,1
"952",-5423.67,-1.98518,1.31893,2.56153,3.73538,3.02786,0.705101,1.41555,1,0,0,1,952,1,1
"953",-5418.25,-4.2207,1.34677,2.80491,3.67271,3.18468,0.706036,1.44085,1,0,0,1,953,1,1
"954",-5429.78,-3.85502,1.31298,3.10236,3.80789,2.93753,0.716253,1.43006,1,0,0,1,954,1,1
"955",-5424.36,-1.30341,1.32236,3.01518,3.77938,3.01388,0.710969,1.42705,1,0,0,1,955,1,1
"956",-5425.06,-3.47649,1.31948,2.68225,3.63437,2.91547,0.718444,1.42999,1,0,0,1,956,1,1
"957",-5415.68,-3.79266,1.34302,2.76898,3.69852,3.12745,0.694131,1.44547,1,0,0,1,957,1,1
"958",-5422.66,-1.56997,1.30877,2.83285,3.81105,3.02022,0.708145,1.42473,1,0,0,1,958,1,1
"959",-5420.53,-2.67972,1.31048,2.83206,3.78902,2.93983,0.704906,1.44823,1,0,0,1,959,1,1
"960",-5413.2,-1.16694,1.32051,2.80297,3.72333,3.18158,0.696346,1.43316,1,0,0,1,960,1,1
"961",-5413.62,-3.12332,1.31993,2.86141,3.77954,3.29817,0.706115,1.44228,1,0,0,1,961,1,1
"962",-5423.26,-1.99246,1.32043,2.58926,3.84063,3.03004,0.6969,1.42016,1,0,0,1,962,1,1
"963",-5422.21,-2.8455,1.32025,2.72851,3.70869,3.16308,0.719288,1.41736,1,0,0,1,963,1,1
"964",-5417.81,-1.83381,1.33046,2.6198,3.6785,3.0732,0.711199,1.44341,1,0,0,1,964,1,1
"965",-5416.56,-3.74701,1.33986,2.91006,3.80613,3.15318,0.699004,1.45113,1,0,0,1,965,1,1
"966",-5425.94,-2.43438,1.31617,2.72331,3.72021,2.94767,0.706764,1.41282,1,0,0,1,966,1,1
"967",-5425.25,-4.41383,1.31869,2.46998,3.88569,3.19483,0.716174,1.42998,1,0,0,1,967,1,1
"968",-5418.69,-1.28811,1.31459,2.76597,3.78846,3.03599,0.696586,1.42095,1,0,0,1,968,1,1
"969",-5420.72,-3.14551,1.3109,2.76657,3.64787,2.89065,0.709644,1.43322,1,0,0,1,969,1,1
"970",-5415.7,-0.67226,1.31622,2.85275,3.77323,3.12822,0.706234,1.43852,1,0,0,1,970,1,1
"971",-5424.18,-2.10349,1.34087,2.87798,3.73691,2.99684,0.70644,1.43401,1,0,0,1,971,1,1
"972",-5423.07,-6.31889,1.33719,2.82454,3.84092,2.9337,0.699788,1.46452,1,0,0,1,972,1,1
"973",-5417.29,-2.57936,1.31975,2.95493,3.83679,3.2548,0.707548,1.43065,1,0,0,1,973,1,1
"974",-5418.38,-6.48393,1.3176,2.71632,3.76553,2.84873,0.681468,1.43164,1,0,0,1,974,1,1
"975",-5418.41,-0.639487,1.32595,2.93316,3.74296,3.07205,0.708535,1.43817,1,0,0,1,975,1,1
"976",-5412.91,-3.87511,1.30867,2.89193,3.72292,3.24829,0.692417,1.43683,1,0,0,1,976,1,1
"977",-5414.03,-4.22332,1.32982,2.69057,3.72855,3.08342,0.698948,1.46366,1,0,0,1,977,1,1
"978",-5421.32,-0.407929,1.32482,2.87009,3.74462,3.03626,0.706452,1.42437,1,0,0,1,978,1,1
"979",-5420.5,-7.13403,1.31564,2.64738,3.66525,2.84561,0.704804,1.46322,1,0,0,1,979,1,1
"980",-5414.45,-3.60505,1.31991,2.7073,3.68874,3.13934,0.712939,1.4585,1,0,0,1,980,1,1
"981",-5421.88,-4.23044,1.33114,3.23993,3.78417,3.19072,0.702306,1.42309,1,0,0,1,981,1,1
"982",-5417.11,-4.11908,1.31845,2.86878,3.71344,2.879,0.696884,1.45263,1,0,0,1,982,1,1
"983",-5413.95,-1.77193,1.31437,3.02545,3.66191,3.08719,0.700839,1.43657,1,0,0,1,983,1,1
"984",-5424.26,-2.23378,1.3351,2.95838,3.6784,3.04808,0.711039,1.42084,1,0,0,1,984,1,1
"985",-5415.68,-6.56792,1.29653,3.01875,3.77048,3.13547,0.702027,1.45542,1,0,0,1,985,1,1
"986",-5415.49,-2.16111,1.33317,2.86092,3.80659,3.16331,0.699506,1.44634,1,0,0,1,986,1,1
"987",-5414.65,-3.73885,1.30577,2.64425,3.57866,3.04292,0.702479,1.42219,1,0,0,1,987,1,1
"988",-5416,-3.25567,1.32645,2.57943,3.82108,3.20611,0.706306,1.4506,1,0,0,1,988,1,1
"989",-5416.32,-0.714596,1.3192,2.77498,3.74622,3.15869,0.702981,1.42404,1,0,0,1,989,1,1
"990",-5417.32,-0.684445,1.3305,2.79339,3.78765,3.08443,0.699235,1.4375,1,0,0,1,990,1,1
"991",-5420.27,-3.20035,1.32934,2.83005,3.57279,3.05159,0.717194,1.42448,1,0,0,1,991,1,1
"992",-5422.29,-1.46293,1.31848,3.06278,3.79201,3.03581,0.707799,1.42684,1,0,0,1,992,1,1
"993",-5428.77,-3.62712,1.32099,3.16918,3.79796,3.05189,0.71728,1.42123,1,0,0,1,993,1,1
"994",-5414.76,-0.992909,1.31295,2.71227,3.74263,3.04132,0.698502,1.43827,1,0,0,1,994,1,1
"995",-5422.76,-3.02729,1.31916,3.05794,3.77937,3.10179,0.719849,1.4403,1,0,0,1,995,1,1
"996",-5419.66,-1.72804,1.32546,2.78053,3.72706,2.91223,0.698764,1.43821,1,0,0,1,996,1,1
"997",-5440.52,-4.72212,1.32764,2.6361,3.90953,2.8429,0.710254,1.43578,1,0,0,1,997,1,1
"998",-5422.14,-3.3364,1.326,2.45785,3.65981,2.98864,0.712498,1.43887,1,0,0,1,998,1,1
"999",-5423.48,-2.09711,1.32953,2.87952,3.89851,3.00499,0.69567,1.43093,1,0,0,1,999,1,1
"1000",-5420.72,-0.788012,1.3314,2.87646,3.74612,3.00097,0.704528,1.43548,1,0,0,1,1000,1,1
"1001",-5430.41,-2.3658,1.32897,2.78944,3.94798,3.02903,0.702839,1.42282,1,0,0,1,1001,1,1
"1002",-5413.54,-3.40381,1.32888,2.6232,3.74384,3.12901,0.686488,1.44186,1,0,0,1,1002,1,1
"1003",-5427.98,-2.99108,1.3352,2.62567,3.67854,3.03124,0.712094,1.41489,1,0,0,1,1003,1,1
"1004",-5421.92,-1.42359,1.31244,2.90392,3.85748,3.01696,0.705224,1.4344,1,0,0,1,1004,1,1
"1005",-5412.31,-2.83512,1.30787,2.72596,3.76473,3.10091,0.690175,1.43942,1,0,0,1,1005,1,1
"1006",-5425.13,-4.48137,1.3173,2.84749,4.0421,3.06917,0.699105,1.44047,1,0,0,1,1006,1,1
"1007",-5414.14,-3.91673,1.3087,2.69457,3.59526,3.20397,0.711039,1.42264,1,0,0,1,1007,1,1
"1008",-5413.71,-2.50152,1.31774,2.85214,3.5435,3.0775,0.706703,1.43123,1,0,0,1,1008,1,1
"1009",-5416.49,-0.939097,1.32638,2.93432,3.65712,3.04878,0.706191,1.43543,1,0,0,1,1009,1,1
"1010",-5430.79,-2.06196,1.32421,2.6601,3.81124,2.91699,0.712134,1.43375,1,0,0,1,1010,1,1
"1011",-5419.45,-5.04932,1.31701,2.59234,3.94295,3.28741,0.703435,1.42388,1,0,0,1,1011,1,1
"1012",-5414.99,-7.44099,1.32926,2.84023,3.75726,3.40729,0.694232,1.44957,1,0,0,1,1012,1,1
"1013",-5414.22,-2.56832,1.32009,2.57962,3.69272,3.24859,0.70625,1.42997,1,0,0,1,1013,1,1
"1014",-5416.31,-2.07249,1.32756,2.62295,3.69109,3.05091,0.690866,1.42792,1,0,0,1,1014,1,1
"1015",-5424.03,-6.29589,1.32475,3.47778,3.81743,3.07383,0.704612,1.43727,1,0,0,1,1015,1,1
"1016",-5443.97,-5.14413,1.32038,2.5725,3.98141,2.91244,0.713549,1.42711,1,0,0,1,1016,1,1
"1017",-5416.22,-1.8107,1.32333,2.62727,3.63436,3.03981,0.71066,1.44214,1,0,0,1,1017,1,1
"1018",-5414.6,-7.08296,1.30776,3.05648,3.47928,2.93739,0.701458,1.43239,1,0,0,1,1018,1,1
"1019",-5424.58,-1.84657,1.31613,2.87741,3.77155,3.0009,0.705264,1.41322,1,0,0,1,1019,1,1
"1020",-5418.12,-3.27951,1.33994,2.71066,3.7949,3.14074,0.69046,1.43166,1,0,0,1,1020,1,1
"1021",-5429.54,-4.04686,1.32063,2.77173,4.03128,3.14075,0.709819,1.43053,1,0,0,1,1021,1,1
"1022",-5417.61,-1.48341,1.32118,3.02616,3.74922,3.16868,0.705398,1.42591,1,0,0,1,1022,1,1
"1023",-5425.32,-0.713354,1.32745,2.73029,3.79558,3.04024,0.707936,1.42215,1,0,0,1,1023,1,1
"1024",-5416.38,-2.10107,1.31668,2.77982,3.75113,2.93935,0.693009,1.43857,1,0,0,1,1024,1,1
"1025",-5425.3,-1.8898,1.32219,2.75545,3.8965,3.00693,0.707572,1.44518,1,0,0,1,1025,1,1
"1026",-5431.67,-4.34003,1.33553,2.92484,3.69448,2.86403,0.715294,1.43001,1,0,0,1,1026,1,1
"1027",-5416.58,-10.6429,1.29618,2.44701,3.63024,2.90906,0.687058,1.44679,1,0,0,1,1027,1,1
"1028",-5429.12,-2.97385,1.32534,2.9929,3.83048,2.8834,0.707627,1.43755,1,0,0,1,1028,1,1
"1029",-5429.4,-2.17008,1.318,2.64339,3.7898,2.90639,0.710224,1.42861,1,0,0,1,1029,1,1
"1030",-5416.97,-4.41309,1.31006,2.97084,3.56102,2.92787,0.705856,1.42522,1,0,0,1,1030,1,1
"1031",-5417.59,-4.63046,1.32641,2.81028,3.71074,2.99831,0.68159,1.41874,1,0,0,1,1031,1,1
"1032",-5426.3,-2.90842,1.33802,2.58746,3.71624,3.10277,0.71057,1.41816,1,0,0,1,1032,1,1
"1033",-5414.41,-4.86629,1.30213,2.87516,3.67392,3.24804,0.696486,1.42336,1,0,0,1,1033,1,1
"1034",-5426.38,-2.33951,1.31664,2.89292,3.71898,2.94132,0.711545,1.41742,1,0,0,1,1034,1,1
"1035",-5446.53,-5.80392,1.34115,2.70987,3.97922,2.95229,0.709181,1.41726,1,0,0,1,1035,1,1
"1036",-5429.14,-5.65877,1.35006,2.84124,3.91114,3.1811,0.705597,1.42848,1,0,0,1,1036,1,1
"1037",-5420.51,-6.92262,1.32263,2.60752,3.54107,3.2129,0.711298,1.40463,1,0,0,1,1037,1,1
"1038",-5425.05,-7.05172,1.31797,2.45677,3.81787,2.88015,0.697609,1.45889,1,0,0,1,1038,1,1
"1039",-5416.22,-1.37965,1.31753,3.00778,3.79417,3.04673,0.698223,1.43878,1,0,0,1,1039,1,1
"1040",-5424.42,-2.57331,1.34135,2.70166,3.72603,2.97142,0.706374,1.43853,1,0,0,1,1040,1,1
"1041",-5413,-1.5062,1.32376,2.72493,3.68492,3.15018,0.69347,1.43556,1,0,0,1,1041,1,1
"1042",-5425.45,-4.51305,1.34276,2.56146,3.71655,3.0727,0.694695,1.41583,1,0,0,1,1042,1,1
"1043",-5420.78,-2.01376,1.33778,2.75589,3.74699,2.97542,0.698976,1.43938,1,0,0,1,1043,1,1
"1044",-5426.29,-1.5861,1.331,2.97752,3.75745,2.98755,0.708734,1.42358,1,0,0,1,1044,1,1
"1045",-5417.51,-5.40889,1.32477,2.35172,3.6442,3.11746,0.712092,1.44659,1,0,0,1,1045,1,1
"1046",-5413.84,-3.36054,1.31305,2.91813,3.61839,2.92789,0.696005,1.43925,1,0,0,1,1046,1,1
"1047",-5414.16,-5.27132,1.29636,2.546,3.69567,3.07313,0.696507,1.43769,1,0,0,1,1047,1,1
"1048",-5432.46,-4.04221,1.33556,2.55246,3.94427,3.0035,0.706275,1.44123,1,0,0,1,1048,1,1
"1049",-5426.68,-2.54087,1.33983,2.72244,3.7325,3.03959,0.702459,1.41594,1,0,0,1,1049,1,1
"1050",-5423.46,-1.57115,1.33326,2.84539,3.76639,3.137,0.708645,1.41919,1,0,0,1,1050,1,1
"1051",-5412.16,-4.56258,1.30947,2.74995,3.56935,2.98172,0.699338,1.45141,1,0,0,1,1051,1,1
"1052",-5417.36,-3.4649,1.32303,2.71448,3.75028,3.22855,0.719824,1.44421,1,0,0,1,1052,1,1
"1053",-5417.48,-1.3662,1.32345,2.91713,3.67499,3.07398,0.698248,1.41949,1,0,0,1,1053,1,1
"1054",-5412.05,-5.35899,1.31517,2.78513,3.50943,2.94432,0.695713,1.44538,1,0,0,1,1054,1,1
"1055",-5415.33,-1.45157,1.3262,2.64823,3.72694,3.06884,0.702482,1.44869,1,0,0,1,1055,1,1
"1056",-5416.65,-2.27604,1.32616,3.02396,3.59247,3.03919,0.707038,1.43256,1,0,0,1,1056,1,1
"1057",-5426.87,-3.58829,1.33249,3.07216,3.75348,2.95815,0.715838,1.44308,1,0,0,1,1057,1,1
"1058",-5416.61,-5.28779,1.32607,3.22667,3.61746,3.07813,0.706851,1.45333,1,0,0,1,1058,1,1
"1059",-5427.43,-4.19699,1.31748,2.79741,4.02903,3.15399,0.705841,1.42487,1,0,0,1,1059,1,1
"1060",-5415.72,-3.62135,1.31087,2.87934,3.58785,3.10591,0.697518,1.41527,1,0,0,1,1060,1,1
"1061",-5420.71,-1.96224,1.33916,2.62222,3.71607,3.0764,0.701278,1.43002,1,0,0,1,1061,1,1
"1062",-5417.51,-2.73296,1.32284,3.10625,3.69082,3.11,0.694868,1.42128,1,0,0,1,1062,1,1
"1063",-5413,-1.26181,1.31759,2.85312,3.692,3.10039,0.70285,1.44686,1,0,0,1,1063,1,1
"1064",-5421.83,-2.64088,1.33224,2.82471,3.71944,3.2059,0.713673,1.41909,1,0,0,1,1064,1,1
"1065",-5416.6,-2.92592,1.32766,2.89611,3.64612,3.24503,0.698236,1.42348,1,0,0,1,1065,1,1
"1066",-5424.05,-4.01416,1.34114,2.88927,3.64448,3.15576,0.709474,1.4153,1,0,0,1,1066,1,1
"1067",-5417.68,-2.13589,1.3306,2.5508,3.6713,3.12472,0.710894,1.43678,1,0,0,1,1067,1,1
"1068",-5417.54,-2.52729,1.32195,2.55934,3.78836,3.19843,0.71242,1.44108,1,0,0,1,1068,1,1
"1069",-5424.36,-2.85033,1.30644,2.83265,3.73545,2.96748,0.712279,1.41978,1,0,0,1,1069,1,1
"1070",-5433.31,-3.73113,1.33047,3.10683,3.86447,3.05297,0.716329,1.42073,1,0,0,1,1070,1,1
"1071",-5416.57,-4.12282,1.30249,2.68337,3.80299,3.22894,0.712683,1.4326,1,0,0,1,1071,1,1
"1072",-5422.72,-2.46811,1.33211,3.15644,3.77765,3.0356,0.702769,1.42881,1,0,0,1,1072,1,1
"1073",-5414.91,-2.59449,1.31819,3.0609,3.68956,2.97606,0.696022,1.44115,1,0,0,1,1073,1,1
"1074",-5419.1,-0.524321,1.31821,2.85181,3.82588,3.04554,0.703011,1.43601,1,0,0,1,1074,1,1
"1075",-5417.19,-0.882872,1.32407,2.79143,3.81014,3.10276,0.695254,1.42712,1,0,0,1,1075,1,1
"1076",-5418.78,-2.51781,1.31503,3.01765,3.63949,2.95425,0.708705,1.43044,1,0,0,1,1076,1,1
"1077",-5419.38,-5.06548,1.34326,2.48533,3.70007,3.15365,0.708675,1.44602,1,0,0,1,1077,1,1
"1078",-5436.64,-7.03368,1.35192,2.78661,3.74302,2.86767,0.712739,1.43801,1,0,0,1,1078,1,1
"1079",-5420.82,-0.787786,1.32377,2.92972,3.81181,3.00809,0.700314,1.42987,1,0,0,1,1079,1,1
"1080",-5424.56,-2.42474,1.34209,2.8965,3.80684,3.09672,0.708853,1.43478,1,0,0,1,1080,1,1
"1081",-5415.59,-4.03375,1.32165,2.70229,3.62854,3.2881,0.713185,1.42295,1,0,0,1,1081,1,1
"1082",-5420.95,-1.83163,1.31916,3.07748,3.77464,3.01006,0.700802,1.42279,1,0,0,1,1082,1,1
"1083",-5420.61,-7.01791,1.31596,2.64993,3.75642,3.17608,0.726338,1.45983,1,0,0,1,1083,1,1
"1084",-5412.8,-2.48822,1.30329,2.73826,3.70388,3.12133,0.701167,1.43901,1,0,0,1,1084,1,1
"1085",-5420.02,-4.13848,1.31579,3.16217,3.66933,3.14078,0.702978,1.41273,1,0,0,1,1085,1,1
"1086",-5419.16,-1.98115,1.32111,2.74643,3.79468,3.07005,0.692282,1.41643,1,0,0,1,1086,1,1
"1087",-5421.68,-0.377328,1.32631,2.69127,3.77598,3.06522,0.705949,1.42603,1,0,0,1,1087,1,1
"1088",-5415.68,-1.62493,1.31741,2.8163,3.70352,3.13756,0.695924,1.41877,1,0,0,1,1088,1,1
"1089",-5424.04,-2.50391,1.31355,2.55852,3.84515,2.95673,0.700811,1.43565,1,0,0,1,1089,1,1
"1090",-5437.95,-5.21271,1.32187,2.75844,4.06619,2.95677,0.702434,1.42735,1,0,0,1,1090,1,1
"1091",-5420.17,-0.942457,1.32352,2.74499,3.8547,3.11317,0.707641,1.43988,1,0,0,1,1091,1,1
"1092",-5422.95,-4.39761,1.34447,3.10549,3.81077,3.13256,0.705395,1.4394,1,0,0,1,1092,1,1
"1093",-5415.17,-3.1312,1.33143,3.03626,3.64858,2.99903,0.694647,1.44256,1,0,0,1,1093,1,1
"1094",-5414.88,-1.97596,1.32433,2.56366,3.73206,3.07281,0.692662,1.43842,1,0,0,1,1094,1,1
"1095",-5426.21,-2.40963,1.31772,2.87306,3.86998,3.11182,0.719029,1.43369,1,0,0,1,1095,1,1
"1096",-5418.79,-2.34807,1.32448,2.93671,3.69547,3.12191,0.718845,1.44117,1,0,0,1,1096,1,1
"1097",-5423.7,-2.03574,1.32823,2.83385,3.65772,3.01211,0.717471,1.42619,1,0,0,1,1097,1,1
"1098",-5420.76,-0.779336,1.32715,2.99213,3.77044,3.04174,0.705819,1.43174,1,0,0,1,1098,1,1
"1099",-5423.15,-2.07836,1.32989,2.85155,3.7544,2.90311,0.703512,1.44078,1,0,0,1,1099,1,1
"1100",-5416.88,-4.91282,1.31353,2.6007,3.71166,2.9262,0.684725,1.42659,1,0,0,1,1100,1,1
"1101",-5427.13,-3.52926,1.33717,2.52129,3.86865,3.09035,0.710348,1.44172,1,0,0,1,1101,1,1
"1102",-5414.66,-4.21218,1.31825,2.91704,3.59047,2.98804,0.687235,1.42506,1,0,0,1,1102,1,1
"1103",-5412.7,-2.01176,1.32498,2.74441,3.61232,3.12169,0.695026,1.43936,1,0,0,1,1103,1,1
"1104",-5417.44,-1.81105,1.33387,2.94689,3.65199,3.12699,0.701616,1.42797,1,0,0,1,1104,1,1
"1105",-5430.24,-6.13142,1.34141,2.73825,3.58498,3.00869,0.72021,1.41456,1,0,0,1,1105,1,1
"1106",-5416,-3.15759,1.33205,2.9258,3.57248,3.08546,0.712569,1.44085,1,0,0,1,1106,1,1
"1107",-5418.31,-2.90418,1.30701,2.89016,3.78234,3.04136,0.695751,1.41601,1,0,0,1,1107,1,1
"1108",-5417.21,-10.853,1.32668,2.45965,3.46614,2.87571,0.70911,1.45773,1,0,0,1,1108,1,1
"1109",-5418.32,-3.72423,1.31986,2.59515,3.91963,3.19115,0.704447,1.44853,1,0,0,1,1109,1,1
"1110",-5416.33,-3.67532,1.32583,2.69808,3.75486,2.98809,0.683038,1.42941,1,0,0,1,1110,1,1
"1111",-5427.66,-7.19236,1.32424,2.69867,3.89711,3.17911,0.72675,1.45678,1,0,0,1,1111,1,1
"1112",-5415.03,-1.32164,1.32082,2.62596,3.62636,3.05861,0.701579,1.43001,1,0,0,1,1112,1,1
"1113",-5416.34,-2.70892,1.32905,2.81285,3.7296,2.99435,0.701199,1.45627,1,0,0,1,1113,1,1
"1114",-5417.87,-6.61902,1.29933,2.61744,3.62793,3.03878,0.71952,1.44868,1,0,0,1,1114,1,1
"1115",-5414.23,-1.61172,1.3294,2.63706,3.64393,3.10407,0.702564,1.4413,1,0,0,1,1115,1,1
"1116",-5416.28,-1.77139,1.32619,2.98966,3.63736,2.99236,0.699938,1.43333,1,0,0,1,1116,1,1
"1117",-5422.73,-6.92112,1.33152,3.27462,3.94163,3.01656,0.693378,1.44614,1,0,0,1,1117,1,1
"1118",-5418.81,-1.57173,1.32586,2.67458,3.74431,2.95757,0.694501,1.43348,1,0,0,1,1118,1,1
"1119",-5434.36,-4.64708,1.31916,2.80039,3.91035,3.05705,0.706808,1.40151,1,0,0,1,1119,1,1
"1120",-5416.76,-1.27304,1.33088,2.86888,3.751,3.053,0.702454,1.44671,1,0,0,1,1120,1,1
"1121",-5421.17,-0.933153,1.33037,2.68648,3.74166,3.04775,0.710989,1.43842,1,0,0,1,1121,1,1
"1122",-5418.3,-1.45638,1.31836,3.03021,3.83848,3.1011,0.703391,1.43678,1,0,0,1,1122,1,1
"1123",-5413.61,-2.00902,1.32005,2.65502,3.59573,3.15624,0.706508,1.43075,1,0,0,1,1123,1,1
"1124",-5413.96,-6.91593,1.33987,2.60044,3.58421,3.15654,0.700525,1.46044,1,0,0,1,1124,1,1
"1125",-5422.21,-1.05371,1.32823,2.91188,3.77991,3.1253,0.71092,1.4249,1,0,0,1,1125,1,1
"1126",-5414.92,-3.04318,1.3071,2.84818,3.75759,3.19927,0.71189,1.44377,1,0,0,1,1126,1,1
"1127",-5430.88,-5.21729,1.31803,3.06607,3.75155,2.99638,0.708685,1.40041,1,0,0,1,1127,1,1
"1128",-5416.92,-1.43305,1.31593,2.57259,3.72156,3.01136,0.699022,1.43442,1,0,0,1,1128,1,1
"1129",-5414.59,-1.9179,1.33194,2.93839,3.73611,3.1619,0.69884,1.44325,1,0,0,1,1129,1,1
"1130",-5419.16,-3.11078,1.31328,2.47174,3.75493,3.03751,0.694977,1.42312,1,0,0,1,1130,1,1
"1131",-5421.27,-1.13519,1.3357,2.77683,3.76803,3.10845,0.702662,1.42518,1,0,0,1,1131,1,1
"1132",-5424.33,-2.43479,1.33209,2.72831,3.66766,2.90017,0.70743,1.43157,1,0,0,1,1132,1,1
"1133",-5421.48,-3.07619,1.30101,2.88499,3.82187,2.99538,0.705366,1.42997,1,0,0,1,1133,1,1
"1134",-5442.38,-9.42755,1.32323,2.94949,4.17885,3.07823,0.704192,1.41502,1,0,0,1,1134,1,1
"1135",-5423.21,-2.3862,1.33136,2.8138,3.81947,3.03623,0.712055,1.45122,1,0,0,1,1135,1,1
"1136",-5418.16,-5.24541,1.30893,3.20633,3.63963,3.19736,0.711361,1.42685,1,0,0,1,1136,1,1
"1137",-5418.46,-3.52894,1.32503,2.6361,3.66709,3.12963,0.690856,1.41283,1,0,0,1,1137,1,1
"1138",-5422.98,-2.25357,1.31508,2.6576,3.86225,3.15492,0.714867,1.43035,1,0,0,1,1138,1,1
"1139",-5422.82,-4.35547,1.33906,2.52058,3.71023,3.14954,0.695994,1.41627,1,0,0,1,1139,1,1
"1140",-5419.51,-0.94534,1.32468,2.64753,3.68287,2.99839,0.702793,1.42652,1,0,0,1,1140,1,1
"1141",-5422.92,-4.32717,1.34317,2.51768,3.72352,3.03724,0.69328,1.42831,1,0,0,1,1141,1,1
"1142",-5416.62,-3.29991,1.3341,3.06477,3.61545,3.06415,0.695278,1.43399,1,0,0,1,1142,1,1
"1143",-5429.97,-3.58179,1.33043,2.46217,3.83835,3.11287,0.710337,1.41766,1,0,0,1,1143,1,1
"1144",-5419.48,-1.55872,1.32858,2.58251,3.67201,3.1039,0.708126,1.42449,1,0,0,1,1144,1,1
"1145",-5420.57,-3.09349,1.32125,2.87919,3.72774,3.22698,0.711928,1.4129,1,0,0,1,1145,1,1
"1146",-5414.94,-1.58225,1.32776,2.69681,3.77805,3.07001,0.69316,1.44274,1,0,0,1,1146,1,1
"1147",-5419.66,-2.20516,1.31685,3.03681,3.82554,3.18044,0.709731,1.42794,1,0,0,1,1147,1,1
"1148",-5425.01,-3.1159,1.33914,2.59427,3.82846,3.12445,0.698661,1.42045,1,0,0,1,1148,1,1
"1149",-5415.28,-2.84415,1.32891,2.50719,3.669,3.1653,0.696217,1.43302,1,0,0,1,1149,1,1
"1150",-5414.15,-2.2485,1.33292,2.76904,3.68533,3.10459,0.690885,1.43862,1,0,0,1,1150,1,1
"1151",-5414.42,-5.01483,1.3303,2.98049,3.74794,3.07298,0.680095,1.43626,1,0,0,1,1151,1,1
"1152",-5426.79,-3.79178,1.32504,2.78028,4.02203,3.04742,0.696565,1.43237,1,0,0,1,1152,1,1
"1153",-5422.67,-3.03381,1.33155,2.83562,3.74349,2.87978,0.694439,1.43058,1,0,0,1,1153,1,1
"1154",-5425.66,-1.72346,1.31805,2.93278,3.74928,3.00429,0.715263,1.42244,1,0,0,1,1154,1,1
"1155",-5449.77,-9.20827,1.31188,2.4755,3.99091,2.83502,0.706746,1.41308,1,0,0,1,1155,1,1
"1156",-5424.25,-3.28935,1.32722,2.77675,3.68052,3.06495,0.725525,1.43445,1,0,0,1,1156,1,1
"1157",-5423.73,-8.65221,1.31253,3.20058,3.5143,3.20546,0.688214,1.43673,1,0,0,1,1157,1,1
"1158",-5414.8,-4.25972,1.32748,2.7743,3.82399,3.10755,0.680953,1.4309,1,0,0,1,1158,1,1
"1159",-5419.81,-1.42159,1.31591,2.99679,3.70595,3.04078,0.711802,1.42832,1,0,0,1,1159,1,1
"1160",-5422.06,-2.81775,1.32135,2.88976,3.80092,2.98319,0.691941,1.41434,1,0,0,1,1160,1,1
"1161",-5415.41,-3.96084,1.31274,2.8415,3.74557,3.07138,0.684783,1.41731,1,0,0,1,1161,1,1
"1162",-5415.85,-1.0905,1.32752,2.71968,3.81464,3.13351,0.69759,1.43879,1,0,0,1,1162,1,1
"1163",-5423.63,-2.23205,1.33531,2.84977,3.71401,2.97685,0.713083,1.4419,1,0,0,1,1163,1,1
"1164",-5413.95,-2.96145,1.31351,2.94259,3.57194,2.99602,0.6987,1.4301,1,0,0,1,1164,1,1
"1165",-5413.23,-3.67686,1.31785,2.75879,3.81376,3.07004,0.691007,1.45641,1,0,0,1,1165,1,1
"1166",-5421.39,-1.20389,1.33215,2.98211,3.79484,3.06556,0.701738,1.42788,1,0,0,1,1166,1,1
"1167",-5430.56,-5.84042,1.34318,2.73616,3.75337,2.91302,0.715793,1.45278,1,0,0,1,1167,1,1
"1168",-5413.98,-2.7714,1.30767,2.8194,3.59624,3.10491,0.702987,1.4232,1,0,0,1,1168,1,1
"1169",-5418.44,-1.60396,1.32096,3.06933,3.76261,3.08561,0.709097,1.44074,1,0,0,1,1169,1,1
"1170",-5420.27,-4.2021,1.32952,2.79708,3.53405,3.03418,0.702955,1.41216,1,0,0,1,1170,1,1
