"","lp__","lp_approx__","I","m","lam","gamma","beta","alpha","k","tau","delta",".chain",".iteration",".draw","Chain"
"705",-5413.77,-2.48334,1.32047,2.67789,3.60866,3.15899,0.713996,1.4389,1,0,0,1,705,1,1
"706",-5421.22,-1.92475,1.33754,2.87633,3.74486,2.97875,0.70225,1.44005,1,0,0,1,706,1,1
"707",-5424.21,-7.68389,1.33208,2.79027,3.64576,3.10829,0.734075,1.44789,1,0,0,1,707,1,1
"708",-5412.55,-1.72267,1.31692,2.73238,3.65177,3.16052,0.707707,1.44348,1,0,0,1,708,1,1
"709",-5414.52,-2.89022,1.30894,2.98105,3.75749,2.99296,0.693167,1.43977,1,0,0,1,709,1,1
"710",-5420.65,-0.497588,1.32163,2.92916,3.75912,3.01437,0.705764,1.42882,1,0,0,1,710,1,1
"711",-5429.41,-6.28484,1.29794,2.71466,3.77387,3.00281,0.717338,1.41011,1,0,0,1,711,1,1
"712",-5432.41,-2.8248,1.32395,2.52708,3.89036,2.96401,0.70478,1.42445,1,0,0,1,712,1,1
"713",-5431.17,-4.90819,1.33549,2.9622,3.71863,3.06653,0.727501,1.42617,1,0,0,1,713,1,1
"714",-5413.95,-1.88612,1.31716,2.90091,3.66821,3.04048,0.691676,1.42847,1,0,0,1,714,1,1
"715",-5439.95,-5.25249,1.33344,2.89984,3.94134,2.90538,0.700975,1.41279,1,0,0,1,715,1,1
"716",-5429.92,-5.38009,1.33132,2.46056,3.74246,3.14288,0.722863,1.41884,1,0,0,1,716,1,1
"717",-5423.72,-1.86833,1.32758,2.88397,3.84061,3.13668,0.703392,1.41538,1,0,0,1,717,1,1
"718",-5414.04,-4.46455,1.31003,3.15194,3.69794,3.07278,0.689551,1.43825,1,0,0,1,718,1,1
"719",-5416.45,-2.22596,1.30414,2.85768,3.69751,3.02426,0.707958,1.43585,1,0,0,1,719,1,1
"720",-5414.73,-2.16639,1.32609,2.60316,3.614,3.02464,0.696552,1.43572,1,0,0,1,720,1,1
"721",-5415.77,-3.04901,1.31837,2.87043,3.90393,3.08677,0.688677,1.4357,1,0,0,1,721,1,1
"722",-5417.11,-1.67988,1.31047,2.98727,3.77299,3.05959,0.699431,1.42547,1,0,0,1,722,1,1
"723",-5423.55,-3.68742,1.33303,2.69209,3.70754,2.88631,0.692801,1.42425,1,0,0,1,723,1,1
"724",-5420.39,-1.61026,1.32643,2.87669,3.83869,3.16566,0.701021,1.42008,1,0,0,1,724,1,1
"725",-5425.05,-2.14674,1.33608,2.97306,3.8349,3.03387,0.708583,1.43984,1,0,0,1,725,1,1
"726",-5414.29,-3.10843,1.33573,2.79512,3.64098,3.03519,0.698153,1.45094,1,0,0,1,726,1,1
"727",-5416.22,-3.82353,1.32768,2.49416,3.84156,3.23238,0.700717,1.44236,1,0,0,1,727,1,1
"728",-5430.56,-2.44066,1.32404,2.94684,3.90683,3.01437,0.70566,1.41718,1,0,0,1,728,1,1
"729",-5420.45,-0.917995,1.32267,2.94957,3.80184,3.03713,0.707988,1.44058,1,0,0,1,729,1,1
"730",-5431.33,-5.88037,1.32765,2.78421,3.59647,2.87448,0.71675,1.41165,1,0,0,1,730,1,1
"731",-5422.98,-1.8128,1.33377,2.84604,3.86487,3.08674,0.708017,1.44273,1,0,0,1,731,1,1
"732",-5412.88,-4.02643,1.30404,2.83251,3.63774,3.16515,0.692042,1.43446,1,0,0,1,732,1,1
"733",-5417.51,-3.82353,1.3129,2.77665,3.70175,3.15629,0.693689,1.40822,1,0,0,1,733,1,1
"734",-5417.12,-5.25578,1.33212,2.6547,3.72805,3.26632,0.720231,1.44799,1,0,0,1,734,1,1
"735",-5417.71,-6.05604,1.31017,2.62689,3.96216,3.25932,0.705678,1.44853,1,0,0,1,735,1,1
"736",-5412.95,-2.6509,1.32648,2.70381,3.6084,3.01763,0.697698,1.44835,1,0,0,1,736,1,1
"737",-5414.64,-1.00563,1.32319,2.80926,3.79825,3.14317,0.700844,1.44384,1,0,0,1,737,1,1
"738",-5418.15,-3.89831,1.32685,2.88642,3.80261,2.90778,0.688377,1.44248,1,0,0,1,738,1,1
"739",-5428.24,-4.35839,1.32207,2.80715,3.84466,3.14672,0.727648,1.43773,1,0,0,1,739,1,1
"740",-5420.08,-1.06719,1.33575,2.73327,3.7828,3.08205,0.703524,1.43701,1,0,0,1,740,1,1
"741",-5425.7,-2.12017,1.32858,2.63945,3.89605,2.9897,0.6978,1.43271,1,0,0,1,741,1,1
"742",-5422.13,-3.65797,1.33575,2.9587,3.71917,3.00623,0.714486,1.45195,1,0,0,1,742,1,1
"743",-5443.97,-6.80777,1.33753,2.35872,3.83323,2.95926,0.71586,1.41968,1,0,0,1,743,1,1
"744",-5415.15,-3.86292,1.30513,2.75339,3.59946,3.12788,0.704781,1.41619,1,0,0,1,744,1,1
"745",-5418.68,-1.79349,1.32224,2.82109,3.79663,3.14967,0.714525,1.44542,1,0,0,1,745,1,1
"746",-5420.95,-4.04579,1.30953,2.93533,3.93417,3.02291,0.692279,1.42452,1,0,0,1,746,1,1
"747",-5427.36,-2.52853,1.3295,2.63688,3.74962,2.88472,0.701847,1.42748,1,0,0,1,747,1,1
"748",-5414.6,-4.01899,1.33608,2.80899,3.69332,3.10552,0.684838,1.43962,1,0,0,1,748,1,1
"749",-5415.35,-0.662999,1.32864,2.78322,3.69623,3.08152,0.703668,1.44108,1,0,0,1,749,1,1
"750",-5420.15,-3.12051,1.32831,2.87668,3.6039,3.14667,0.70803,1.41289,1,0,0,1,750,1,1
"751",-5419.74,-3.68653,1.31468,2.75085,3.70235,3.16388,0.724908,1.43397,1,0,0,1,751,1,1
"752",-5417.86,-3.53753,1.32911,2.84685,3.90506,3.23614,0.705904,1.44645,1,0,0,1,752,1,1
"753",-5414.96,-4.77643,1.33963,2.80225,3.60989,3.23349,0.708078,1.44723,1,0,0,1,753,1,1
"754",-5413.85,-0.799321,1.31913,2.81143,3.71982,3.12748,0.695988,1.43018,1,0,0,1,754,1,1
"755",-5415.76,-5.03511,1.3326,2.56728,3.82356,3.06795,0.686281,1.45034,1,0,0,1,755,1,1
"756",-5423.24,-1.32661,1.32033,2.8609,3.76902,3.08702,0.717672,1.42911,1,0,0,1,756,1,1
"757",-5419.32,-6.94179,1.31577,2.89828,3.64533,2.77193,0.69707,1.44511,1,0,0,1,757,1,1
"758",-5418.21,-1.183,1.32074,2.96603,3.74668,3.12723,0.712547,1.43615,1,0,0,1,758,1,1
"759",-5418.66,-2.50819,1.31391,2.4978,3.77794,3.12613,0.710657,1.43925,1,0,0,1,759,1,1
"760",-5422.28,-2.76738,1.33802,2.87522,3.63096,2.95577,0.705408,1.42814,1,0,0,1,760,1,1
"761",-5414.91,-4.31731,1.31822,2.68455,3.66405,3.01202,0.705888,1.46326,1,0,0,1,761,1,1
"762",-5419.46,-2.50879,1.32116,3.01312,3.71115,3.01394,0.713672,1.4482,1,0,0,1,762,1,1
"763",-5421.76,-0.794149,1.31898,2.81397,3.76092,3.05718,0.714737,1.43262,1,0,0,1,763,1,1
"764",-5420.41,-3.97227,1.31805,2.78061,3.74825,3.0759,0.719823,1.45733,1,0,0,1,764,1,1
"765",-5417.82,-2.92634,1.32336,3.19366,3.67079,3.11111,0.69972,1.42695,1,0,0,1,765,1,1
"766",-5421.94,-2.25729,1.30952,2.75061,3.83787,2.96723,0.704502,1.44337,1,0,0,1,766,1,1
"767",-5418.84,-1.44894,1.31792,2.62986,3.74131,3.0215,0.696389,1.42153,1,0,0,1,767,1,1
"768",-5428.6,-1.32372,1.32034,2.70341,3.86246,2.989,0.711006,1.43121,1,0,0,1,768,1,1
"769",-5418.37,-1.01781,1.31924,3.02731,3.74794,3.09676,0.707701,1.43043,1,0,0,1,769,1,1
"770",-5426.3,-3.94728,1.34073,2.56284,3.78104,2.9808,0.707999,1.44809,1,0,0,1,770,1,1
"771",-5415.27,-2.91564,1.3257,2.64456,3.63571,3.226,0.696382,1.42485,1,0,0,1,771,1,1
"772",-5426.74,-1.45016,1.33501,2.80707,3.81719,3.00731,0.71018,1.43607,1,0,0,1,772,1,1
"773",-5413.6,-3.47548,1.32466,2.90217,3.5914,3.16283,0.712734,1.44861,1,0,0,1,773,1,1
"774",-5419,-1.31494,1.31669,2.86535,3.75089,3.00013,0.697194,1.42058,1,0,0,1,774,1,1
"775",-5415.69,-1.00398,1.32321,2.90034,3.72342,3.00666,0.699855,1.44285,1,0,0,1,775,1,1
"776",-5422.29,-6.70035,1.31754,2.35823,3.55272,2.97936,0.709532,1.41959,1,0,0,1,776,1,1
"777",-5416.67,-2.37288,1.31611,2.91294,3.689,3.20655,0.704531,1.41734,1,0,0,1,777,1,1
"778",-5413.67,-1.38659,1.31942,2.82149,3.75661,3.22628,0.703107,1.43598,1,0,0,1,778,1,1
"779",-5420.81,-2.20255,1.33149,2.97726,3.63826,3.07772,0.706937,1.41929,1,0,0,1,779,1,1
"780",-5427.54,-3.53788,1.32108,2.52588,3.80024,2.88019,0.697828,1.42813,1,0,0,1,780,1,1
"781",-5415.07,-3.37348,1.32336,2.81466,3.84496,3.25192,0.691327,1.42588,1,0,0,1,781,1,1
"782",-5416.1,-1.42652,1.31999,2.61832,3.80027,3.15523,0.705659,1.4425,1,0,0,1,782,1,1
"783",-5414.58,-3.42728,1.30204,2.67973,3.74102,3.20432,0.706224,1.42654,1,0,0,1,783,1,1
"784",-5419.71,-1.8433,1.3141,2.60778,3.86869,3.14063,0.705966,1.43309,1,0,0,1,784,1,1
"785",-5422.49,-1.35479,1.31537,2.84831,3.81798,3.11503,0.713583,1.4254,1,0,0,1,785,1,1
"786",-5420.48,-5.8618,1.32513,3.19442,3.66294,3.1495,0.687867,1.41565,1,0,0,1,786,1,1
"787",-5426.01,-1.03035,1.3248,2.88809,3.83935,3.05398,0.71273,1.42927,1,0,0,1,787,1,1
"788",-5419.73,-6.14215,1.34019,2.50777,3.52302,3.13524,0.70751,1.42435,1,0,0,1,788,1,1
"789",-5427.74,-2.93367,1.32164,2.44708,3.84087,3.06244,0.713141,1.43241,1,0,0,1,789,1,1
"790",-5425.45,-2.52576,1.31817,2.71346,3.74769,3.0767,0.709693,1.40755,1,0,0,1,790,1,1
"791",-5421.75,-1.04791,1.32984,2.88251,3.73273,2.97166,0.701429,1.42684,1,0,0,1,791,1,1
"792",-5427.74,-5.22685,1.29545,2.74161,3.856,2.97898,0.712394,1.42913,1,0,0,1,792,1,1
"793",-5425.81,-1.30184,1.32861,2.78032,3.71406,2.96886,0.710581,1.4229,1,0,0,1,793,1,1
"794",-5416.36,-4.81648,1.31809,2.67686,3.89139,3.32077,0.69874,1.42221,1,0,0,1,794,1,1
"795",-5430.28,-2.90532,1.34102,2.78883,3.78845,2.96371,0.701733,1.41959,1,0,0,1,795,1,1
"796",-5419.04,-2.56537,1.31025,2.8961,3.83281,3.09175,0.696911,1.41624,1,0,0,1,796,1,1
"797",-5417.25,-1.53161,1.32878,2.99917,3.74088,3.16006,0.699512,1.42694,1,0,0,1,797,1,1
"798",-5420.87,-0.830336,1.33001,2.94303,3.80082,3.08597,0.703203,1.42797,1,0,0,1,798,1,1
"799",-5418.39,-1.50392,1.32167,2.86127,3.81668,3.17971,0.700689,1.42013,1,0,0,1,799,1,1
"800",-5416.01,-3.23337,1.32062,2.60138,3.77298,3.24988,0.714403,1.44151,1,0,0,1,800,1,1
"801",-5427.76,-6.91117,1.30833,2.93234,3.87487,3.00247,0.694339,1.3991,1,0,0,1,801,1,1
"802",-5428.75,-6.53198,1.3513,2.82439,3.71947,3.21742,0.709418,1.41438,1,0,0,1,802,1,1
"803",-5419.25,-1.08413,1.32113,2.76351,3.67816,2.99482,0.701345,1.42062,1,0,0,1,803,1,1
"804",-5411.85,-2.37153,1.31451,2.81597,3.6161,3.10895,0.702924,1.44829,1,0,0,1,804,1,1
"805",-5426.09,-1.47324,1.33696,2.7211,3.75727,3.04681,0.708992,1.42409,1,0,0,1,805,1,1
"806",-5415.4,-2.86578,1.3043,2.94466,3.6422,3.01614,0.705941,1.43163,1,0,0,1,806,1,1
"807",-5425.57,-2.59647,1.33838,3.04769,3.73718,3.05709,0.71019,1.4255,1,0,0,1,807,1,1
"808",-5414.89,-2.34169,1.32949,2.97132,3.70761,3.22121,0.698057,1.43616,1,0,0,1,808,1,1
"809",-5419.37,-1.61881,1.3306,2.68987,3.83582,3.05523,0.693506,1.43232,1,0,0,1,809,1,1
"810",-5421.89,-3.97769,1.31408,2.9755,3.72985,3.14708,0.724888,1.43314,1,0,0,1,810,1,1
"811",-5418.83,-1.08361,1.3153,2.95464,3.7468,3.08709,0.711851,1.43269,1,0,0,1,811,1,1
"812",-5422.58,-2.36396,1.32277,2.69325,3.86525,3.12381,0.697506,1.41414,1,0,0,1,812,1,1
"813",-5422.07,-2.5751,1.31595,2.61577,3.85123,2.96481,0.693596,1.42811,1,0,0,1,813,1,1
"814",-5420.45,-2.11931,1.31871,3.05361,3.88136,3.10143,0.705491,1.43864,1,0,0,1,814,1,1
"815",-5420.16,-1.50715,1.33281,2.62231,3.71493,3.13628,0.706246,1.42427,1,0,0,1,815,1,1
"816",-5415.09,-1.54363,1.30702,2.89569,3.75792,3.07816,0.702216,1.4363,1,0,0,1,816,1,1
"817",-5425.61,-0.850052,1.32792,2.82116,3.79623,3.02628,0.713213,1.43175,1,0,0,1,817,1,1
"818",-5422.34,-1.77358,1.31816,2.80083,3.6997,2.90253,0.705488,1.42782,1,0,0,1,818,1,1
"819",-5419.63,-10.7325,1.31232,2.3692,3.82333,3.39104,0.702295,1.40929,1,0,0,1,819,1,1
"820",-5415.04,-10.6197,1.32573,2.99274,3.41237,2.97557,0.693384,1.4581,1,0,0,1,820,1,1
"821",-5423.37,-4.40057,1.34876,2.87719,3.63017,3.0792,0.707156,1.4275,1,0,0,1,821,1,1
"822",-5421.06,-2.78541,1.31382,2.55248,3.82628,3.10652,0.713069,1.44495,1,0,0,1,822,1,1
"823",-5431.69,-7.05526,1.32923,2.8433,3.98067,3.20518,0.700793,1.40157,1,0,0,1,823,1,1
"824",-5417.84,-0.903345,1.32289,2.78074,3.76337,3.14569,0.700308,1.42036,1,0,0,1,824,1,1
"825",-5422.09,-3.5396,1.31202,3.04479,3.93469,3.03486,0.697089,1.42843,1,0,0,1,825,1,1
"826",-5424.09,-2.5868,1.32577,2.42351,3.78241,3.07087,0.704884,1.42585,1,0,0,1,826,1,1
"827",-5415.64,-2.31265,1.32141,2.94156,3.56582,3.07742,0.707612,1.42724,1,0,0,1,827,1,1
"828",-5412.01,-5.21637,1.31133,2.53934,3.56785,3.22611,0.707134,1.44324,1,0,0,1,828,1,1
"829",-5421.9,-4.32122,1.32685,2.82911,3.69317,3.24844,0.719117,1.4151,1,0,0,1,829,1,1
"830",-5416.36,-1.56793,1.32373,2.88549,3.72868,3.04108,0.70669,1.45105,1,0,0,1,830,1,1
"831",-5415.6,-6.29379,1.30508,2.93113,3.58555,3.17322,0.688253,1.44496,1,0,0,1,831,1,1
"832",-5417.42,-1.10234,1.32075,2.77848,3.74685,3.16586,0.713616,1.43488,1,0,0,1,832,1,1
"833",-5422.52,-1.33092,1.33199,2.7643,3.78682,3.13053,0.714079,1.43296,1,0,0,1,833,1,1
"834",-5415.97,-2.29986,1.31477,2.84892,3.75647,3.19125,0.696764,1.41727,1,0,0,1,834,1,1
"835",-5425.34,-1.41403,1.32029,2.7434,3.85722,3.11261,0.711659,1.42156,1,0,0,1,835,1,1
"836",-5424.43,-1.05882,1.32729,2.62009,3.81598,3.02847,0.702429,1.42449,1,0,0,1,836,1,1
"837",-5422.91,-4.26431,1.31258,2.74319,3.76706,2.8838,0.692042,1.41661,1,0,0,1,837,1,1
"838",-5423.62,-1.11415,1.32103,2.76661,3.79125,2.93184,0.7022,1.4301,1,0,0,1,838,1,1
"839",-5419,-2.95918,1.31458,3.09815,3.787,2.95735,0.695375,1.42979,1,0,0,1,839,1,1
"840",-5418.59,-0.918379,1.32752,2.78332,3.73297,3.15592,0.711989,1.43084,1,0,0,1,840,1,1
"841",-5428.47,-3.11965,1.33489,2.69378,3.93709,3.00982,0.696555,1.42821,1,0,0,1,841,1,1
"842",-5417.4,-7.52835,1.30326,2.91856,3.78722,3.31628,0.696664,1.40886,1,0,0,1,842,1,1
"843",-5412.7,-3.7937,1.32135,2.83734,3.86816,3.2043,0.688097,1.44182,1,0,0,1,843,1,1
"844",-5421.68,-5.86247,1.3205,2.83629,3.65628,3.18088,0.73139,1.43148,1,0,0,1,844,1,1
"845",-5413.45,-2.74583,1.31329,3.00253,3.78312,3.21381,0.696954,1.43813,1,0,0,1,845,1,1
"846",-5424.02,-1.61287,1.31362,2.89619,3.89251,3.03998,0.707206,1.43188,1,0,0,1,846,1,1
"847",-5416.19,-5.56005,1.3222,2.38286,3.78091,3.09453,0.688015,1.44549,1,0,0,1,847,1,1
"848",-5414.47,-5.21331,1.32997,2.91501,3.73436,3.07938,0.699684,1.46769,1,0,0,1,848,1,1
"849",-5435.75,-7.72873,1.31159,2.49129,3.77856,2.99198,0.732493,1.43887,1,0,0,1,849,1,1
"850",-5427.02,-1.92054,1.32949,3.02057,3.76597,3.02608,0.711206,1.42012,1,0,0,1,850,1,1
"851",-5419.26,-3.60269,1.33073,2.85246,3.8668,3.28735,0.710356,1.43428,1,0,0,1,851,1,1
"852",-5411.99,-2.55626,1.31073,2.79631,3.6701,3.04387,0.695421,1.44781,1,0,0,1,852,1,1
"853",-5416.44,-2.108,1.31697,2.79764,3.88558,3.13068,0.700406,1.44669,1,0,0,1,853,1,1
"854",-5422.07,-2.92986,1.33747,2.61068,3.62138,3.05281,0.705613,1.42107,1,0,0,1,854,1,1
"855",-5428.68,-2.86543,1.32547,2.89651,3.79764,3.08039,0.724127,1.43068,1,0,0,1,855,1,1
"856",-5423.6,-2.06021,1.31646,2.77957,3.85216,2.96486,0.69633,1.42132,1,0,0,1,856,1,1
"857",-5413.16,-4.83068,1.32209,2.94382,3.70835,3.16073,0.682704,1.44557,1,0,0,1,857,1,1
"858",-5425.08,-4.75947,1.30012,2.57542,3.74437,2.9931,0.717318,1.43058,1,0,0,1,858,1,1
"859",-5428.28,-2.8011,1.33207,2.85779,3.96756,3.07417,0.706695,1.43685,1,0,0,1,859,1,1
"860",-5419.38,-3.57021,1.33747,2.85313,3.65294,2.97145,0.709484,1.45053,1,0,0,1,860,1,1
"861",-5425,-1.12611,1.32668,2.64957,3.81732,3.04282,0.712362,1.43664,1,0,0,1,861,1,1
"862",-5415.96,-2.75074,1.30837,2.78875,3.6177,3.07029,0.704076,1.41714,1,0,0,1,862,1,1
"863",-5423.44,-5.53766,1.30427,2.98183,3.95674,2.95768,0.694718,1.43481,1,0,0,1,863,1,1
"864",-5418.41,-3.34337,1.32893,2.5827,3.83286,3.07446,0.701007,1.45588,1,0,0,1,864,1,1
"865",-5418.91,-1.61875,1.33148,2.91822,3.64594,2.98162,0.703462,1.43101,1,0,0,1,865,1,1
"866",-5421.37,-2.29465,1.32814,2.62355,3.66114,2.91588,0.701786,1.43078,1,0,0,1,866,1,1
"867",-5422.37,-8.5902,1.33532,2.37671,3.89777,3.12208,0.681782,1.42924,1,0,0,1,867,1,1
"868",-5420.86,-3.56688,1.32568,2.86928,3.80975,2.97155,0.68676,1.4185,1,0,0,1,868,1,1
"869",-5420.35,-1.27511,1.32277,2.62075,3.73304,3.07215,0.700869,1.41776,1,0,0,1,869,1,1
"870",-5418.15,-3.80266,1.31177,2.81497,3.83675,3.24789,0.70188,1.41352,1,0,0,1,870,1,1
"871",-5428.21,-2.67276,1.31898,2.68562,3.88482,3.06034,0.718185,1.44186,1,0,0,1,871,1,1
"872",-5424.11,-4.14066,1.34166,3.13211,3.68402,3.01164,0.710199,1.43574,1,0,0,1,872,1,1
"873",-5426.06,-1.24272,1.32614,2.63785,3.7978,3.07061,0.710311,1.42022,1,0,0,1,873,1,1
"874",-5420.25,-3.26601,1.30888,2.79504,3.94052,3.09377,0.702576,1.44458,1,0,0,1,874,1,1
"875",-5413.94,-3.32563,1.32864,2.64891,3.56122,3.11774,0.694064,1.43658,1,0,0,1,875,1,1
"876",-5413.54,-3.94344,1.3201,2.90496,3.49421,3.01547,0.703662,1.4352,1,0,0,1,876,1,1
"877",-5419.37,-5.88157,1.33008,2.93113,3.95874,3.15365,0.684687,1.42328,1,0,0,1,877,1,1
"878",-5428.03,-4.16503,1.31313,2.56667,3.72526,2.85154,0.704813,1.42288,1,0,0,1,878,1,1
"879",-5413.78,-3.39029,1.30384,2.92092,3.70111,3.12951,0.706298,1.44814,1,0,0,1,879,1,1
"880",-5413.89,-3.55052,1.33074,2.82831,3.74417,3.28199,0.705717,1.44821,1,0,0,1,880,1,1
"881",-5419.96,-9.24069,1.34311,3.01277,3.40844,3.07598,0.705539,1.4325,1,0,0,1,881,1,1
"882",-5428.76,-4.02435,1.33211,3.10577,3.80981,3.03707,0.70056,1.40933,1,0,0,1,882,1,1
"883",-5434.52,-3.43548,1.33733,2.82799,3.86379,3.07526,0.710536,1.41161,1,0,0,1,883,1,1
"884",-5427.5,-3.85735,1.31635,3.06178,3.94192,3.07854,0.714065,1.44065,1,0,0,1,884,1,1
"885",-5414.14,-4.11916,1.31445,2.55014,3.72912,3.00335,0.686527,1.44224,1,0,0,1,885,1,1
"886",-5421.29,-1.79178,1.32939,2.51763,3.73767,3.08711,0.702159,1.42353,1,0,0,1,886,1,1
"887",-5423.41,-2.36505,1.30967,2.57531,3.85209,3.07265,0.710709,1.43343,1,0,0,1,887,1,1
"888",-5425.14,-1.33066,1.33136,2.61072,3.83048,3.08425,0.707854,1.42824,1,0,0,1,888,1,1
"889",-5419.93,-1.05561,1.32961,2.96113,3.77924,3.05479,0.707094,1.4405,1,0,0,1,889,1,1
"890",-5421.77,-2.83904,1.31141,2.45401,3.7443,3.03652,0.70632,1.42516,1,0,0,1,890,1,1
"891",-5412.24,-2.83999,1.31349,2.88764,3.76456,3.08626,0.691785,1.44976,1,0,0,1,891,1,1
"892",-5416.59,-2.27635,1.32325,2.89821,3.65667,3.03548,0.691838,1.42008,1,0,0,1,892,1,1
"893",-5426.41,-3.7373,1.3411,3.09066,3.85144,3.01019,0.700807,1.43323,1,0,0,1,893,1,1
"894",-5421.76,-5.88351,1.342,2.77323,3.55563,3.21628,0.70653,1.41626,1,0,0,1,894,1,1
"895",-5419.03,-0.660771,1.32702,2.85705,3.8047,3.02296,0.699053,1.43597,1,0,0,1,895,1,1
"896",-5416.32,-1.99795,1.31209,2.87679,3.71605,2.99265,0.705591,1.44805,1,0,0,1,896,1,1
"897",-5423.55,-1.42989,1.3162,2.81667,3.87374,3.10388,0.712525,1.43211,1,0,0,1,897,1,1
"898",-5418.31,-5.79954,1.33663,2.7613,3.83535,3.09542,0.679502,1.42566,1,0,0,1,898,1,1
"899",-5424.66,-1.72414,1.3194,2.88568,3.73169,2.99712,0.707807,1.41387,1,0,0,1,899,1,1
"900",-5427.27,-4.6464,1.32236,3.21249,3.91817,3.07455,0.713016,1.44247,1,0,0,1,900,1,1
"901",-5429.29,-3.85463,1.34465,2.75011,3.83447,3.14505,0.715205,1.42941,1,0,0,1,901,1,1
"902",-5413.49,-4.05495,1.31699,2.83065,3.53654,3.20953,0.700957,1.44176,1,0,0,1,902,1,1
"903",-5416.9,-2.40602,1.33479,2.63228,3.63718,3.01875,0.696325,1.43485,1,0,0,1,903,1,1
"904",-5414.94,-1.03876,1.32661,2.64436,3.68873,3.14908,0.705305,1.4365,1,0,0,1,904,1,1
"905",-5421.46,-6.46649,1.3173,2.89414,3.52945,2.95159,0.725305,1.43072,1,0,0,1,905,1,1
"906",-5441.55,-6.66786,1.34207,2.62561,3.92546,3.13846,0.71605,1.40959,1,0,0,1,906,1,1
"907",-5418.58,-5.69455,1.33616,2.69699,3.83645,2.9625,0.688134,1.45507,1,0,0,1,907,1,1
"908",-5425.59,-2.24685,1.31036,2.62925,3.85514,3.06703,0.713034,1.42737,1,0,0,1,908,1,1
"909",-5420.02,-1.85616,1.32799,3.09577,3.72403,3.03479,0.708687,1.4383,1,0,0,1,909,1,1
"910",-5432.39,-3.81435,1.34431,2.68617,3.90307,3.02004,0.707185,1.43628,1,0,0,1,910,1,1
"911",-5416.23,-2.50128,1.32376,2.72206,3.62298,3.11908,0.693433,1.41872,1,0,0,1,911,1,1
"912",-5415.14,-1.2354,1.3228,2.78879,3.71937,3.18048,0.711058,1.44013,1,0,0,1,912,1,1
"913",-5413.96,-2.09893,1.3184,2.91252,3.8395,3.12001,0.694042,1.44405,1,0,0,1,913,1,1
"914",-5422.66,-2.57913,1.31651,2.53149,3.73173,2.99116,0.713595,1.44222,1,0,0,1,914,1,1
"915",-5439.4,-9.02694,1.31166,3.36013,3.96076,2.94067,0.710417,1.4148,1,0,0,1,915,1,1
"916",-5423,-2.13609,1.32621,2.72982,3.76421,3.15949,0.706719,1.41116,1,0,0,1,916,1,1
"917",-5416.2,-2.29147,1.32673,2.68363,3.57255,3.11302,0.705669,1.42352,1,0,0,1,917,1,1
"918",-5416.09,-0.734939,1.32381,2.86728,3.67903,3.01774,0.704781,1.43983,1,0,0,1,918,1,1
"919",-5420.11,-3.9972,1.30326,2.72844,3.7995,3.18217,0.711952,1.41631,1,0,0,1,919,1,1
"920",-5418.6,-2.1189,1.32433,2.60476,3.77144,2.96303,0.69458,1.44105,1,0,0,1,920,1,1
"921",-5421.93,-1.04955,1.32657,2.68643,3.73238,2.99307,0.710976,1.43956,1,0,0,1,921,1,1
"922",-5417.82,-0.658177,1.32535,2.9294,3.78557,3.10221,0.699635,1.42814,1,0,0,1,922,1,1
"923",-5418.46,-4.78682,1.32829,2.49997,3.67155,3.2722,0.712309,1.42093,1,0,0,1,923,1,1
"924",-5414.68,-3.37864,1.31381,2.79963,3.90937,3.18684,0.691659,1.43234,1,0,0,1,924,1,1
"925",-5418.97,-4.23491,1.32482,2.94412,3.55529,3.14378,0.716432,1.41913,1,0,0,1,925,1,1
"926",-5417.94,-1.11903,1.32956,2.87494,3.67968,3.08741,0.699442,1.4226,1,0,0,1,926,1,1
"927",-5414.82,-3.88089,1.33148,2.97035,3.69339,3.00512,0.697787,1.45743,1,0,0,1,927,1,1
"928",-5419.31,-1.70493,1.33444,2.86766,3.65089,3.11569,0.706135,1.42358,1,0,0,1,928,1,1
"929",-5414.63,-1.21678,1.32758,2.8451,3.72714,3.20503,0.701978,1.43477,1,0,0,1,929,1,1
"930",-5420.52,-4.79337,1.3048,2.61981,3.80849,3.17366,0.703621,1.40854,1,0,0,1,930,1,1
"931",-5417.68,-0.485003,1.31803,2.74267,3.76732,3.03009,0.698581,1.42861,1,0,0,1,931,1,1
"932",-5417.62,-2.58152,1.33137,2.60849,3.81852,3.11593,0.690423,1.43095,1,0,0,1,932,1,1
"933",-5423.73,-8.69733,1.32687,3.33761,3.81503,3.3502,0.714472,1.42902,1,0,0,1,933,1,1
"934",-5414.89,-1.48674,1.31352,2.88498,3.81504,3.17889,0.700445,1.43198,1,0,0,1,934,1,1
"935",-5424.43,-1.5957,1.3194,2.75589,3.8863,2.96744,0.70141,1.43693,1,0,0,1,935,1,1
"936",-5413.27,-1.67981,1.3184,2.71181,3.60658,3.05505,0.706265,1.44211,1,0,0,1,936,1,1
"937",-5426.62,-3.30707,1.32149,3.05885,3.80198,3.07055,0.722018,1.43712,1,0,0,1,937,1,1
"938",-5414.3,-2.86513,1.31061,2.79421,3.60792,3.15182,0.714665,1.4312,1,0,0,1,938,1,1
"939",-5427.15,-2.42592,1.32933,2.81659,3.77446,3.07962,0.722563,1.4329,1,0,0,1,939,1,1
"940",-5417.84,-3.63941,1.33249,3.06895,3.83161,3.19617,0.705335,1.44761,1,0,0,1,940,1,1
