"","lp__","lp_approx__","I","m","lam","gamma","beta","alpha","k","tau","delta",".chain",".iteration",".draw"
"248",-287.618,-4.7507,1.90853,0.900839,0.402271,3.42031,0.750352,1.53482,1,0,0,1,248,248
"249",-290.253,-3.80336,1.88451,0.899654,0.626415,3.34508,0.716357,1.52485,1,0,0,1,249,249
"250",-284.063,-2.16626,1.85337,0.905611,0.455875,3.6417,0.71765,1.49577,1,0,0,1,250,250
"251",-283.804,-2.49506,1.84833,0.958826,0.434358,3.39485,0.695768,1.45521,1,0,0,1,251,251
"252",-287.138,-1.66385,1.93729,0.907251,0.547543,3.44387,0.718569,1.48658,1,0,0,1,252,252
"253",-286.717,-3.3624,1.82511,0.937459,0.559691,3.35331,0.714145,1.49956,1,0,0,1,253,253
"254",-288.909,-6.26111,1.89109,0.831414,0.466236,3.6019,0.691108,1.43291,1,0,0,1,254,254
"255",-283.824,-1.19653,1.92835,0.953132,0.495973,3.41332,0.671561,1.48669,1,0,0,1,255,255
"256",-286.652,-5.53839,1.8413,1.01627,0.571946,3.38231,0.782128,1.48333,1,0,0,1,256,256
"257",-283.709,-2.99084,1.91133,1.02915,0.530454,3.53285,0.744867,1.46984,1,0,0,1,257,257
"258",-284.697,-2.68017,1.904,1.00269,0.602732,3.39581,0.732981,1.46848,1,0,0,1,258,258
"259",-286.293,-6.74131,1.86092,1.05001,0.491734,3.29689,0.758587,1.45966,1,0,0,1,259,259
"260",-285.874,-1.46216,1.89882,0.907393,0.465013,3.43979,0.739403,1.46894,1,0,0,1,260,260
"261",-284.363,-0.949242,1.86525,0.916647,0.529131,3.44456,0.667831,1.48484,1,0,0,1,261,261
"262",-282.916,-0.891157,1.89765,0.970802,0.509483,3.54555,0.664492,1.50286,1,0,0,1,262,262
"263",-285.994,-5.09931,1.90771,0.989771,0.544648,3.56347,0.642472,1.41833,1,0,0,1,263,263
"264",-284.264,-1.84619,1.9304,0.922622,0.430068,3.56824,0.719919,1.46655,1,0,0,1,264,264
"265",-288.933,-4.5629,1.97675,0.894104,0.428024,3.43066,0.685581,1.47727,1,0,0,1,265,265
"266",-283.619,-4.08685,1.90021,0.957454,0.617989,3.69457,0.774902,1.46838,1,0,0,1,266,266
"267",-285.262,-2.56597,1.85174,0.956413,0.378029,3.52288,0.704651,1.48089,1,0,0,1,267,267
"268",-286.53,-3.23887,1.90503,1.00743,0.416432,3.5751,0.741271,1.50907,1,0,0,1,268,268
"269",-284.537,-3.13009,1.82545,0.985575,0.489835,3.37911,0.699616,1.4894,1,0,0,1,269,269
"270",-288.948,-2.65879,1.92997,0.884809,0.516006,3.45317,0.750712,1.47644,1,0,0,1,270,270
"271",-284.345,-2.19132,1.87875,0.985207,0.451934,3.45675,0.681826,1.52476,1,0,0,1,271,271
"272",-284.709,-1.90878,1.82988,0.942872,0.492929,3.52315,0.692653,1.50175,1,0,0,1,272,272
"273",-287.473,-2.35299,1.90168,0.898788,0.500009,3.40144,0.681627,1.44292,1,0,0,1,273,273
"274",-284.783,-1.07464,1.871,0.908336,0.504218,3.43747,0.686859,1.50535,1,0,0,1,274,274
"275",-284.211,-1.94487,1.91925,0.956599,0.397964,3.48572,0.726346,1.47784,1,0,0,1,275,275
"276",-283.595,-2.8132,1.93642,1.00868,0.583396,3.48028,0.726558,1.49803,1,0,0,1,276,276
"277",-288.532,-2.97127,1.9308,0.899028,0.464049,3.41898,0.761115,1.47781,1,0,0,1,277,277
"278",-301.354,-9.15164,1.96694,0.829272,0.638813,3.44318,0.756052,1.45686,1,0,0,1,278,278
"279",-284.081,-2.11012,1.91824,0.967454,0.481455,3.58212,0.752957,1.46002,1,0,0,1,279,279
"280",-285.054,-2.12021,1.86845,0.944809,0.458951,3.32479,0.722279,1.49369,1,0,0,1,280,280
"281",-285.988,-5.31525,1.90506,1.02744,0.576452,3.40428,0.710872,1.42455,1,0,0,1,281,281
"282",-284.126,-2.17013,1.89464,0.959959,0.407265,3.38558,0.71034,1.50722,1,0,0,1,282,282
"283",-286.215,-7.97666,1.89907,0.935311,0.306359,3.25988,0.678405,1.48173,1,0,0,1,283,283
"284",-284.035,-1.32441,1.85637,0.951351,0.499615,3.46503,0.684078,1.51409,1,0,0,1,284,284
"285",-286.201,-2.12306,1.92311,0.954922,0.603655,3.39605,0.730926,1.5004,1,0,0,1,285,285
"286",-286.537,-2.89436,1.90195,0.89353,0.403442,3.41198,0.705423,1.45391,1,0,0,1,286,286
"287",-283.271,-1.34468,1.89067,0.972228,0.422931,3.42163,0.706961,1.47443,1,0,0,1,287,287
"288",-292.422,-7.62182,1.89536,0.997563,0.373836,3.5983,0.797358,1.53299,1,0,0,1,288,288
"289",-288.803,-3.05085,1.87775,0.896932,0.55761,3.4192,0.772793,1.49916,1,0,0,1,289,289
"290",-282.864,-1.17278,1.92319,0.984857,0.527796,3.4974,0.71994,1.49319,1,0,0,1,290,290
"291",-283.442,-1.20973,1.86524,0.980486,0.510341,3.52173,0.711162,1.5092,1,0,0,1,291,291
"292",-283.355,-1.67231,1.88407,0.960127,0.643154,3.61066,0.680534,1.48438,1,0,0,1,292,292
"293",-288.196,-2.36611,1.91091,0.902331,0.613125,3.49733,0.741503,1.45951,1,0,0,1,293,293
"294",-287.354,-2.92944,1.86186,0.943312,0.555768,3.35828,0.766853,1.47923,1,0,0,1,294,294
"295",-284.336,-1.71368,1.92553,0.924384,0.504212,3.49098,0.643661,1.49781,1,0,0,1,295,295
"296",-286.616,-3.57137,1.9178,0.939937,0.565875,3.4537,0.607693,1.48574,1,0,0,1,296,296
"297",-284.684,-2.45013,1.91487,0.979003,0.651016,3.56498,0.657142,1.48311,1,0,0,1,297,297
"298",-284.517,-1.48427,1.93913,0.934271,0.561031,3.51056,0.677089,1.50102,1,0,0,1,298,298
"299",-283.963,-0.569993,1.89984,0.912807,0.5234,3.508,0.672848,1.47258,1,0,0,1,299,299
"300",-286.204,-2.74539,1.91427,0.936198,0.507117,3.29663,0.65545,1.47375,1,0,0,1,300,300
"301",-284.76,-2.73878,1.90706,0.891602,0.437955,3.481,0.635036,1.49098,1,0,0,1,301,301
"302",-283.334,-2.43207,1.85838,0.980508,0.494047,3.4332,0.677279,1.44292,1,0,0,1,302,302
"303",-283.789,-1.52601,1.89634,0.987193,0.436283,3.49247,0.73098,1.49618,1,0,0,1,303,303
"304",-298.248,-8.3771,1.91052,0.845438,0.546237,3.20159,0.73889,1.51397,1,0,0,1,304,304
"305",-283.643,-1.80479,1.90025,0.976505,0.454677,3.33935,0.701335,1.47954,1,0,0,1,305,305
"306",-288.372,-2.14902,1.89073,0.89377,0.527469,3.37694,0.711925,1.45366,1,0,0,1,306,306
"307",-283.479,-2.27907,1.83317,0.958151,0.564705,3.58637,0.723177,1.47331,1,0,0,1,307,307
"308",-290.765,-6.19322,1.84377,0.915245,0.516342,3.42675,0.827842,1.48481,1,0,0,1,308,308
"309",-285.099,-3.47714,1.90369,0.982883,0.507201,3.46394,0.682838,1.42176,1,0,0,1,309,309
"310",-283.499,-2.45281,1.92149,0.990881,0.517073,3.55365,0.718201,1.5257,1,0,0,1,310,310
"311",-283.827,-2.31389,1.91082,0.929062,0.375066,3.56408,0.682227,1.48925,1,0,0,1,311,311
"312",-285.528,-2.78653,1.87754,0.930024,0.433236,3.51517,0.745177,1.52877,1,0,0,1,312,312
"313",-285.096,-1.51418,1.86197,0.935993,0.58069,3.39458,0.672758,1.47321,1,0,0,1,313,313
"314",-292.706,-4.72522,1.90305,1.03275,0.39435,3.68361,0.699961,1.46979,1,0,0,1,314,314
"315",-283.164,-0.873647,1.86752,0.949226,0.521752,3.608,0.68269,1.49954,1,0,0,1,315,315
"316",-287.499,-1.80536,1.90842,0.911623,0.560467,3.43423,0.705774,1.44699,1,0,0,1,316,316
"317",-283.924,-2.845,1.8886,0.967932,0.684252,3.57752,0.717941,1.51273,1,0,0,1,317,317
"318",-288.374,-7.02048,1.96117,1.03351,0.670636,3.32963,0.700905,1.47285,1,0,0,1,318,318
"319",-283.143,-1.77799,1.92577,0.986486,0.492342,3.62082,0.697911,1.50339,1,0,0,1,319,319
"320",-284.031,-1.354,1.86709,0.886623,0.478995,3.5598,0.699764,1.48636,1,0,0,1,320,320
"321",-284.259,-0.842328,1.86999,0.911614,0.572815,3.51812,0.679167,1.48403,1,0,0,1,321,321
"322",-283.224,-1.66228,1.89683,0.974961,0.648937,3.53931,0.709787,1.49518,1,0,0,1,322,322
"323",-282.772,-0.477907,1.88696,0.92831,0.452835,3.52266,0.681356,1.47531,1,0,0,1,323,323
"324",-284.391,-2.75993,1.89461,0.875083,0.519229,3.66165,0.724004,1.46366,1,0,0,1,324,324
"325",-284.459,-1.7278,1.86603,0.91377,0.416218,3.48331,0.721527,1.499,1,0,0,1,325,325
"326",-291.224,-7.02091,1.87151,1.0119,0.50549,3.70924,0.627753,1.42623,1,0,0,1,326,326
"327",-284.248,-3.40513,1.86361,0.906207,0.514351,3.67464,0.766762,1.50112,1,0,0,1,327,327
"328",-289.843,-7.03935,1.97007,0.929544,0.362979,3.32169,0.689616,1.4527,1,0,0,1,328,328
"329",-282.849,-0.884222,1.86089,0.97017,0.511056,3.44992,0.706479,1.47132,1,0,0,1,329,329
"330",-286.756,-2.74511,1.91258,0.902145,0.45495,3.51363,0.748508,1.4466,1,0,0,1,330,330
"331",-284.684,-1.81385,1.84287,0.921709,0.470776,3.39227,0.694998,1.48502,1,0,0,1,331,331
"332",-283.003,-1.82716,1.91071,0.995084,0.479775,3.47534,0.652044,1.49759,1,0,0,1,332,332
"333",-283.593,-2.48421,1.89748,1.02205,0.498432,3.54021,0.678043,1.45294,1,0,0,1,333,333
"334",-283.384,-0.476361,1.90359,0.916773,0.480235,3.50959,0.677998,1.47608,1,0,0,1,334,334
"335",-287.299,-3.75154,1.92234,1.00659,0.374362,3.59687,0.694257,1.49298,1,0,0,1,335,335
"336",-284.603,-2.46357,1.89334,0.863422,0.474779,3.61927,0.696275,1.4878,1,0,0,1,336,336
"337",-284.35,-2.92266,1.91154,0.982034,0.600842,3.53423,0.770418,1.49801,1,0,0,1,337,337
"338",-287.233,-4.07653,1.85945,0.890742,0.482003,3.56139,0.662144,1.54154,1,0,0,1,338,338
"339",-286.547,-3.15374,1.92903,0.875884,0.458722,3.52075,0.655544,1.45909,1,0,0,1,339,339
"340",-288.821,-7.48705,1.91244,0.893806,0.438228,3.6371,0.837087,1.46802,1,0,0,1,340,340
"341",-284.475,-2.92006,1.83241,0.937833,0.443859,3.37537,0.690662,1.46369,1,0,0,1,341,341
"342",-284.869,-1.95302,1.94697,0.964304,0.490303,3.39929,0.693237,1.47685,1,0,0,1,342,342
"343",-283.963,-0.893007,1.85971,0.93543,0.536869,3.47069,0.721985,1.49739,1,0,0,1,343,343
"344",-287.753,-2.21902,1.88537,0.876098,0.591783,3.46643,0.666328,1.4743,1,0,0,1,344,344
"345",-285.793,-4.07962,1.88661,0.996908,0.383968,3.36754,0.74473,1.49802,1,0,0,1,345,345
"346",-283.255,-1.18518,1.86405,0.929699,0.484793,3.63475,0.67327,1.48262,1,0,0,1,346,346
"347",-284.472,-3.33914,1.8771,1.01895,0.427473,3.3647,0.726183,1.4834,1,0,0,1,347,347
"348",-285.974,-3.82891,1.91537,0.917382,0.631748,3.58152,0.702747,1.54123,1,0,0,1,348,348
"349",-286.296,-2.71884,1.83515,0.978072,0.417696,3.53825,0.719875,1.48364,1,0,0,1,349,349
"350",-284.964,-1.20935,1.86034,0.921209,0.511799,3.41496,0.722107,1.47131,1,0,0,1,350,350
"351",-285.321,-3.59523,1.93209,0.937653,0.519237,3.53491,0.674506,1.54671,1,0,0,1,351,351
"352",-283.3,-1.46827,1.89724,0.898111,0.557075,3.64809,0.697693,1.48324,1,0,0,1,352,352
"353",-283.738,-2.01055,1.84042,0.952373,0.549116,3.47022,0.679855,1.45486,1,0,0,1,353,353
"354",-284.068,-1.46067,1.90116,0.961465,0.582902,3.51681,0.742449,1.46306,1,0,0,1,354,354
"355",-283.265,-3.29138,1.90717,1.01934,0.648214,3.51951,0.708594,1.50891,1,0,0,1,355,355
"356",-288.6,-4.69389,1.8187,0.882393,0.576203,3.52312,0.660127,1.51179,1,0,0,1,356,356
"357",-286.349,-8.02268,1.91168,0.998605,0.52427,3.15228,0.633023,1.49368,1,0,0,1,357,357
"358",-283.714,-1.15277,1.90998,0.971902,0.517538,3.39747,0.718183,1.49651,1,0,0,1,358,358
"359",-285.533,-4.49336,1.94696,0.975921,0.524656,3.35274,0.628601,1.50265,1,0,0,1,359,359
"360",-285.58,-1.56928,1.89661,0.909067,0.60758,3.54124,0.73246,1.46823,1,0,0,1,360,360
"361",-286.113,-3.87883,1.82031,0.919162,0.531176,3.4259,0.640066,1.47277,1,0,0,1,361,361
"362",-285.287,-3.26383,1.87834,0.994579,0.534284,3.69985,0.66709,1.45043,1,0,0,1,362,362
"363",-287.666,-2.02787,1.88976,0.897955,0.497997,3.35022,0.731548,1.49009,1,0,0,1,363,363
"364",-289.952,-5.03337,1.82182,0.899166,0.563361,3.32442,0.694062,1.51705,1,0,0,1,364,364
"365",-283.965,-3.58509,1.90786,0.966083,0.383315,3.41801,0.649855,1.51282,1,0,0,1,365,365
"366",-291.764,-7.31255,1.82302,0.913929,0.495841,3.21451,0.763563,1.48687,1,0,0,1,366,366
"367",-284.437,-2.09595,1.89965,0.97834,0.486122,3.3612,0.707044,1.45144,1,0,0,1,367,367
"368",-287.264,-6.32787,1.88895,1.02765,0.601381,3.27794,0.731582,1.44118,1,0,0,1,368,368
"369",-285.519,-3.22953,1.9,0.933578,0.454883,3.52316,0.714324,1.54786,1,0,0,1,369,369
"370",-284.372,-2.69313,1.81804,0.933508,0.547299,3.53152,0.706281,1.46857,1,0,0,1,370,370
"371",-286.878,-3.89042,1.88485,0.976213,0.473992,3.29758,0.770229,1.48131,1,0,0,1,371,371
"372",-283.132,-0.964972,1.91509,0.966082,0.453829,3.52332,0.712232,1.46632,1,0,0,1,372,372
"373",-283.754,-1.67693,1.86634,0.927274,0.604409,3.63262,0.674074,1.48913,1,0,0,1,373,373
"374",-287.053,-6.96199,1.84375,1.04099,0.744125,3.40035,0.681543,1.49572,1,0,0,1,374,374
"375",-283.464,-1.89817,1.93588,0.974819,0.514969,3.46568,0.680776,1.51392,1,0,0,1,375,375
"376",-284.442,-2.0341,1.88496,0.928376,0.512187,3.50557,0.662682,1.43729,1,0,0,1,376,376
"377",-284.08,-2.25339,1.88517,0.885528,0.431865,3.61507,0.692991,1.50435,1,0,0,1,377,377
"378",-290.054,-4.76345,1.86962,0.906499,0.584687,3.36261,0.675199,1.42222,1,0,0,1,378,378
"379",-285.748,-5.24252,1.88816,0.864777,0.479059,3.73909,0.639987,1.50381,1,0,0,1,379,379
"380",-289.689,-3.01286,1.89953,0.902004,0.537284,3.3413,0.760375,1.49451,1,0,0,1,380,380
"381",-283.716,-1.29215,1.88537,0.975497,0.431017,3.4952,0.712622,1.50514,1,0,0,1,381,381
"382",-282.983,-1.95939,1.90478,1.00837,0.532333,3.46834,0.704574,1.51367,1,0,0,1,382,382
"383",-284.216,-2.21462,1.84429,0.901434,0.458916,3.52609,0.700889,1.45652,1,0,0,1,383,383
"384",-286.124,-2.01094,1.87168,0.887394,0.569913,3.52689,0.7318,1.4632,1,0,0,1,384,384
"385",-286.775,-3.50571,1.86766,0.927594,0.477558,3.47707,0.782872,1.44825,1,0,0,1,385,385
"386",-283.895,-3.19818,1.95207,0.936874,0.516545,3.64441,0.694953,1.52144,1,0,0,1,386,386
"387",-285.313,-6.12209,1.87629,1.05658,0.484072,3.32412,0.730783,1.44707,1,0,0,1,387,387
"388",-283.459,-1.43786,1.91802,0.971013,0.428189,3.4922,0.702223,1.4638,1,0,0,1,388,388
"389",-293.595,-7.01396,1.89167,0.970279,0.767555,3.36964,0.787498,1.46531,1,0,0,1,389,389
"390",-282.757,-1.35247,1.89479,0.998945,0.575218,3.48974,0.672185,1.4853,1,0,0,1,390,390
"391",-286.485,-2.47877,1.8731,0.920169,0.480885,3.40711,0.735912,1.44258,1,0,0,1,391,391
"392",-287.347,-4.71092,1.91137,0.958556,0.520762,3.30002,0.728031,1.54225,1,0,0,1,392,392
"393",-284.078,-2.31865,1.89018,0.968013,0.541915,3.60257,0.701275,1.5338,1,0,0,1,393,393
"394",-290.463,-6.61369,1.84163,1.0028,0.473076,3.44559,0.665978,1.56073,1,0,0,1,394,394
"395",-284.866,-1.69734,1.84554,0.916344,0.475454,3.45154,0.730099,1.48839,1,0,0,1,395,395
"396",-283.211,-1.42973,1.85671,0.926208,0.476318,3.64572,0.707226,1.47921,1,0,0,1,396,396
"397",-288.77,-4.3979,1.95014,0.98304,0.602954,3.31626,0.732484,1.47652,1,0,0,1,397,397
"398",-286.959,-5.72487,1.82874,0.969125,0.739655,3.66445,0.682551,1.49325,1,0,0,1,398,398
"399",-285.307,-6.4696,1.83431,0.975843,0.471627,3.36233,0.600357,1.46373,1,0,0,1,399,399
"400",-285.775,-1.83369,1.92481,0.876156,0.504649,3.53875,0.691429,1.48769,1,0,0,1,400,400
"401",-286.281,-3.20276,1.92631,0.891366,0.444153,3.52769,0.666969,1.44244,1,0,0,1,401,401
"402",-291.657,-6.524,1.97427,0.899482,0.74487,3.57674,0.709224,1.49343,1,0,0,1,402,402
"403",-283.338,-1.85594,1.87366,0.940637,0.460035,3.41848,0.640642,1.47274,1,0,0,1,403,403
"404",-284.316,-2.03327,1.86902,0.89057,0.461174,3.57609,0.735869,1.46793,1,0,0,1,404,404
"405",-285.231,-1.88362,1.8684,0.889,0.506086,3.53024,0.733414,1.50686,1,0,0,1,405,405
"406",-285.586,-3.0698,1.84227,0.895467,0.573332,3.62858,0.676899,1.50885,1,0,0,1,406,406
"407",-285.169,-1.88944,1.9358,0.90858,0.567922,3.54312,0.69784,1.50933,1,0,0,1,407,407
"408",-291.593,-8.09778,1.86363,0.924061,0.350569,3.77191,0.780281,1.50453,1,0,0,1,408,408
"409",-284.46,-1.14521,1.87498,0.937444,0.623726,3.49558,0.711604,1.47062,1,0,0,1,409,409
"410",-285.174,-1.27461,1.87621,0.913101,0.4918,3.44534,0.740449,1.49821,1,0,0,1,410,410
"411",-284.501,-2.6444,1.908,0.981439,0.456,3.56994,0.630122,1.49825,1,0,0,1,411,411
"412",-283.41,-1.61223,1.84672,0.938281,0.475712,3.5323,0.710967,1.4557,1,0,0,1,412,412
"413",-291.145,-8.53276,2.00963,0.916577,0.36658,3.50036,0.737294,1.47433,1,0,0,1,413,413
"414",-284.488,-4.94431,1.84234,0.959343,0.434147,3.34901,0.656623,1.43519,1,0,0,1,414,414
"415",-283.088,-2.2493,1.87471,0.973694,0.476017,3.37905,0.640836,1.48189,1,0,0,1,415,415
"416",-287.009,-3.86287,1.88993,0.990005,0.678658,3.34305,0.700401,1.45788,1,0,0,1,416,416
"417",-283.811,-1.80548,1.91621,0.97003,0.611605,3.55473,0.667485,1.50456,1,0,0,1,417,417
"418",-285.322,-1.08896,1.88632,0.939573,0.607623,3.41865,0.715885,1.48654,1,0,0,1,418,418
"419",-286.698,-2.04187,1.91423,0.919517,0.507411,3.41118,0.680531,1.44298,1,0,0,1,419,419
"420",-287.853,-6.55766,1.86919,0.925157,0.400291,3.58803,0.81057,1.44305,1,0,0,1,420,420
"421",-286.719,-1.79273,1.93992,0.900224,0.557267,3.47264,0.68603,1.49227,1,0,0,1,421,421
"422",-285.437,-3.25904,1.87781,0.945129,0.452591,3.77904,0.725584,1.48528,1,0,0,1,422,422
"423",-284.195,-1.99281,1.88942,0.901036,0.425633,3.5138,0.663445,1.50952,1,0,0,1,423,423
"424",-285.982,-1.44396,1.89221,0.93173,0.51594,3.35892,0.735072,1.49026,1,0,0,1,424,424
"425",-283.822,-1.51607,1.89624,0.984917,0.428084,3.51379,0.695209,1.50783,1,0,0,1,425,425
"426",-287.228,-5.06362,1.81648,0.876738,0.409049,3.49816,0.728196,1.48882,1,0,0,1,426,426
"427",-286.353,-3.55546,1.81451,0.955623,0.570458,3.45456,0.671013,1.5052,1,0,0,1,427,427
"428",-286.19,-2.41634,1.91828,0.901868,0.493751,3.43144,0.698254,1.52832,1,0,0,1,428,428
"429",-284.181,-2.66185,1.91474,0.895763,0.482231,3.64041,0.640917,1.48225,1,0,0,1,429,429
"430",-283.709,-2.28966,1.83412,0.951228,0.596537,3.6023,0.703832,1.4833,1,0,0,1,430,430
"431",-287.513,-5.85759,1.86659,0.83984,0.413732,3.5052,0.649361,1.45324,1,0,0,1,431,431
"432",-283.161,-1.34762,1.86666,0.982521,0.452936,3.44856,0.673981,1.49321,1,0,0,1,432,432
"433",-285.33,-3.42949,1.91187,0.911432,0.448508,3.62268,0.722978,1.43228,1,0,0,1,433,433
"434",-285.703,-6.89181,1.94018,1.07872,0.449605,3.39965,0.667975,1.50532,1,0,0,1,434,434
"435",-283.264,-1.64502,1.8722,0.919955,0.42268,3.54826,0.663916,1.46611,1,0,0,1,435,435
"436",-284.219,-1.09927,1.90166,0.952615,0.485631,3.39264,0.726874,1.49786,1,0,0,1,436,436
"437",-286.231,-1.63644,1.88274,0.896565,0.523157,3.40459,0.668089,1.46425,1,0,0,1,437,437
"438",-284.269,-1.51117,1.93704,0.923384,0.510259,3.5497,0.72919,1.49802,1,0,0,1,438,438
"439",-283.807,-2.62063,1.86999,0.912098,0.465937,3.68857,0.659064,1.46213,1,0,0,1,439,439
"440",-282.788,-0.598963,1.90186,0.947464,0.560331,3.57135,0.678149,1.47152,1,0,0,1,440,440
"441",-284.317,-2.26453,1.90374,0.946934,0.637864,3.60387,0.689559,1.44996,1,0,0,1,441,441
"442",-283.287,-1.78369,1.92941,0.976998,0.479016,3.48826,0.657746,1.46494,1,0,0,1,442,442
"443",-287.215,-3.99771,1.90003,0.965027,0.546145,3.41179,0.699445,1.4165,1,0,0,1,443,443
"444",-285.676,-1.9849,1.95531,0.948438,0.551765,3.44459,0.695474,1.48689,1,0,0,1,444,444
"445",-292.366,-4.44891,1.90099,0.884034,0.521559,3.28478,0.761386,1.49143,1,0,0,1,445,445
"446",-284.606,-2.52231,1.91688,0.972979,0.428854,3.37678,0.731203,1.50472,1,0,0,1,446,446
"447",-283.962,-3.20526,1.86983,0.994434,0.511292,3.55146,0.694078,1.42868,1,0,0,1,447,447
"448",-283.949,-1.77539,1.87321,0.916215,0.542255,3.57297,0.684287,1.44376,1,0,0,1,448,448
"449",-282.874,-0.341055,1.89255,0.931664,0.496758,3.54297,0.71583,1.49724,1,0,0,1,449,449
"450",-296.835,-6.14602,1.87751,0.856457,0.645197,3.3235,0.749528,1.45954,1,0,0,1,450,450
"451",-286.828,-4.54597,1.93185,0.991298,0.401141,3.43085,0.775362,1.48614,1,0,0,1,451,451
"452",-283.546,-1.95438,1.92011,0.996391,0.487424,3.55542,0.726494,1.45909,1,0,0,1,452,452
"453",-283.996,-4.36868,1.88371,1.00999,0.467648,3.40346,0.613133,1.48162,1,0,0,1,453,453
"454",-284.368,-2.33364,1.87627,0.98071,0.457443,3.34188,0.734456,1.48908,1,0,0,1,454,454
"455",-282.851,-0.834761,1.92416,0.959946,0.486531,3.52335,0.707434,1.50096,1,0,0,1,455,455
"456",-288.324,-2.50575,1.92726,0.91956,0.649003,3.41105,0.674741,1.49562,1,0,0,1,456,456
"457",-282.959,-1.08079,1.89714,0.953064,0.500944,3.63502,0.689123,1.5081,1,0,0,1,457,457
"458",-287.884,-2.64576,1.85463,0.984076,0.478885,3.69558,0.689731,1.5018,1,0,0,1,458,458
"459",-284.873,-2.27473,1.91563,0.911727,0.466094,3.41457,0.637777,1.48881,1,0,0,1,459,459
"460",-288.099,-5.1896,1.85057,1.00585,0.49485,3.63351,0.795778,1.48765,1,0,0,1,460,460
"461",-284.19,-2.89909,1.84095,0.98321,0.514739,3.55202,0.666317,1.44698,1,0,0,1,461,461
"462",-286.047,-2.22433,1.94483,0.962862,0.614958,3.4487,0.695811,1.47332,1,0,0,1,462,462
"463",-284.948,-3.48151,1.83399,0.97377,0.520471,3.34875,0.656825,1.5003,1,0,0,1,463,463
"464",-282.476,-0.78317,1.89436,0.971477,0.49964,3.56053,0.690311,1.45923,1,0,0,1,464,464
"465",-285.501,-5.36848,1.91554,1.03193,0.70645,3.63786,0.670027,1.49446,1,0,0,1,465,465
"466",-283.236,-1.35661,1.86025,0.944559,0.442583,3.55052,0.699779,1.45812,1,0,0,1,466,466
"467",-285.802,-4.0529,1.92673,1.00597,0.466811,3.55519,0.741365,1.43661,1,0,0,1,467,467
"468",-288.759,-4.50989,1.93455,0.909229,0.398116,3.34741,0.697727,1.44439,1,0,0,1,468,468
"469",-283.021,-0.936709,1.90475,0.952868,0.493023,3.56252,0.7096,1.45385,1,0,0,1,469,469
"470",-289.609,-3.9525,1.86002,0.87168,0.523351,3.38397,0.701602,1.44021,1,0,0,1,470,470
"471",-285.362,-4.63189,1.9508,0.965355,0.436789,3.73309,0.741187,1.49614,1,0,0,1,471,471
"472",-292.537,-8.17549,1.85122,0.897307,0.515061,3.39951,0.664509,1.57901,1,0,0,1,472,472
"473",-283.533,-1.27533,1.89553,0.956382,0.529513,3.54223,0.734227,1.45259,1,0,0,1,473,473
"474",-283.097,-2.6034,1.91796,0.932308,0.532477,3.70029,0.705574,1.51901,1,0,0,1,474,474
"475",-283.28,-3.07793,1.90787,0.986677,0.408649,3.41206,0.644244,1.49692,1,0,0,1,475,475
"476",-283.656,-2.6228,1.89994,1.00337,0.556041,3.37981,0.697544,1.51747,1,0,0,1,476,476
"477",-284.896,-2.83683,1.90455,0.914879,0.39832,3.38074,0.664431,1.46299,1,0,0,1,477,477
"478",-283.882,-2.12294,1.94414,0.948351,0.464694,3.55149,0.657505,1.46686,1,0,0,1,478,478
"479",-285.005,-3.42348,1.94679,0.947947,0.416609,3.40679,0.692644,1.5198,1,0,0,1,479,479
"480",-282.872,-1.47916,1.87799,0.960586,0.447281,3.42518,0.652032,1.48654,1,0,0,1,480,480
"481",-282.968,-0.612909,1.88616,0.937821,0.546379,3.55968,0.697586,1.50758,1,0,0,1,481,481
"482",-288.084,-4.41489,1.82824,0.880314,0.477568,3.3666,0.707256,1.45513,1,0,0,1,482,482
"483",-284.409,-2.42594,1.82289,0.950976,0.521799,3.42369,0.700799,1.47529,1,0,0,1,483,483
"484",-284.671,-1.10574,1.89288,0.892914,0.494699,3.52098,0.694835,1.46121,1,0,0,1,484,484
"485",-283.637,-5.06935,1.96166,0.972533,0.600914,3.73845,0.707396,1.50452,1,0,0,1,485,485
"486",-287.212,-3.77649,1.84121,0.981402,0.617282,3.56526,0.658356,1.5202,1,0,0,1,486,486
"487",-283.344,-1.08853,1.9108,0.911741,0.450845,3.54243,0.668991,1.49274,1,0,0,1,487,487
"488",-287.763,-3.95953,1.97172,0.913373,0.476493,3.50609,0.75146,1.49469,1,0,0,1,488,488
"489",-283.107,-0.296141,1.90528,0.944812,0.563815,3.51619,0.700145,1.48391,1,0,0,1,489,489
"490",-289.309,-4.90751,1.87722,0.845169,0.426958,3.36689,0.678648,1.5057,1,0,0,1,490,490
"491",-286.421,-5.92375,1.93067,0.943045,0.331029,3.41637,0.681266,1.44477,1,0,0,1,491,491
"492",-284.916,-1.18281,1.89775,0.933152,0.641611,3.50789,0.684217,1.48934,1,0,0,1,492,492
"493",-286.382,-5.24115,1.91377,0.887837,0.63323,3.69401,0.777771,1.4806,1,0,0,1,493,493
"494",-283.005,-1.03138,1.87213,0.926968,0.441465,3.56351,0.695993,1.46399,1,0,0,1,494,494
"495",-286.74,-3.37317,1.8519,0.93884,0.446413,3.74652,0.672755,1.47123,1,0,0,1,495,495
"496",-285.606,-4.64643,1.88847,1.01109,0.688824,3.48143,0.686735,1.43793,1,0,0,1,496,496
